id	file	offset	budget	same_as	jp	kr
SCR07382	DATASCR.BIN	0xBF888	91		アクィラ「そんな…\x1F\x0F…\x1F\x0Fそんなことって…\x1F\x0F…\x1F\x0F\n　アンタにアタシの風は\n　効かないって言うの?	아퀼라「그런…\x1F\x0F…\x1F\x0F그럴 수가…\x1F\x0F…\x1F\x0F\n　너한테는 내 바람이\n　안 통한다는 거야?
SCR07383	DATASCR.BIN	0xBF8E7	49		　こうまで、\x1F\x0F\n　こうまでコケにされるなんて……。	이렇게까지,\x1F\x0F\n　이렇게까지 무시당하다니……。
SCR07384	DATASCR.BIN	0xBF9F7	42	SCR07088	ダンジョンから脱出します。\nよろしいですか?	던전에서 탈출합니다.\n괜찮으시겠습니까?
SCR07385	DATASCR.BIN	0xBFCC7	103		　　　　　　　 アスカ＠は\n　　　　　 旅の神クロンの祭器　　　　\n　　　「追い風の剣」を手に入れた!　　　	아스카＠는\n　　　　　 여행의 신 크론의 제기　　　　\n　　　'순풍의 검'을 손에 넣었다!
SCR07386	DATASCR.BIN	0xBFD4F	57	SCR07198	ジンパチ「これで目的達成。\n　やりましたな、アスカ＠どの。	진파치「이걸로 목적 달성이오.\n　해내셨구려, 아스카＠ 님.
SCR07387	DATASCR.BIN	0xBFD99	35	SCR07199	　さて、ワシも\n　今日は疲れました。	자, 나도\n　오늘은 지쳤소이다.
SCR07388	DATASCR.BIN	0xBFDCF	80	SCR07200	ジンパチ「アスカ＠どの、\n　今日はここで失礼します。\n　次もまた共に戦いましょう。	진파치「아스카＠ 님,\n　오늘은 이만 실례하겠소.\n　다음에도 함께 싸웁시다.
SCR07389	DATASCR.BIN	0xBFE34	54	SCR07201	ミナモ「これが祭器なのね。\n　やったわねっ\n　アスカ＠!!	미나모「이게 제기구나.\n　해냈어!\n　아스카＠!!
SCR07390	DATASCR.BIN	0xBFE7B	26	SCR07202	　けど……\n　あ～疲れたっ!	근데……\n　아～ 힘들었다!
SCR07391	DATASCR.BIN	0xBFEA8	60	SCR07203	ミナモ「あたし、\n　今日はいったん帰って、\n　ゆっくり寝るわ。	미나모「나,\n　오늘은 일단 돌아가서,\n　푹 잘래.
SCR07392	DATASCR.BIN	0xBFEE8	38	SCR07204	　アスカ＠、\n　また一緒に冒険しようね!	아스카＠,\n　또 같이 모험하자!
SCR07393	DATASCR.BIN	0xBFF23	89	SCR07205	ヘイジ「へえ～このへんちくりんな\n　もんが大事なんですかい?\n　う～んよくわかんねえですな。	헤이지「허어～ 이런 희한한\n　물건이 중요한 겁니까요?\n　으음～ 잘 모르겠구먼요.
SCR07394	DATASCR.BIN	0xBFF8D	41	SCR07206	　ま、でもここはこれで\n　一件落着ですね。	뭐, 그래도 이걸로\n　일단락됐구먼요.
SCR07395	DATASCR.BIN	0xBFFB9	62	SCR07207	　ふう。\n　なんかほっとしたら、\n　疲れがドッと出ちゃいました。	후우.\n　마음이 놓이니까,\n　피로가 확 몰려오네요.
SCR07396	DATASCR.BIN	0xC000A	56	SCR07208	ヘイジ「アッシ、\n　ひとまず帰って、\n　ゆっくり寝ますわ。	헤이지「소인,\n　일단 돌아가서,\n　푹 자겠습니다요.
SCR07397	DATASCR.BIN	0xC0046	55	SCR07209	　アネさんも無理しないで。\n　ゆっくり休んでくだせえよ。	누님도 무리하지 마시고요.\n　푹 쉬셔유.
SCR07398	DATASCR.BIN	0xC008D	76	SCR07210	キハチ「これが～祭器なのかな～\n　うーん。\n　なかなかキレイなものなんだな～。	키하치「이게～ 제기인 걸까～\n　으음.\n　꽤 예쁜 물건이구나～.
SCR07399	DATASCR.BIN	0xC00EA	45	SCR07211	　う～ん……今日は\n　よく戦って疲れたんだな～	으음……, 오늘은\n　열심히 싸워서 지쳤다는 거지～
SCR07400	DATASCR.BIN	0xC0128	43	SCR07212	　アスカ＠さん～\n　ぼくいったん帰るんだな～	아스카＠ 씨～\n　난 일단 돌아갈게～
