id	file	offset	budget	same_as	jp	kr
SCR06099	DATASCR.BIN	0x94F85	39	SCR04941	ラグーン「できるかな?\n　ふぬははははは!	라군「할 수 있으려나?\n　푸느핫핫핫핫하!
SCR06100	DATASCR.BIN	0x9502F	34	SCR04942	ラグーン「くらえぇい!\nジンパチ「!!	라군「받아라!\n진파치「!!
SCR06101	DATASCR.BIN	0x95146	59	SCR04943	ラグーン「……ふん、さすがだな。\n　いったん引くとしようか。	라군「……흥, 제법이군.\n　일단 물러나 볼까.
SCR06102	DATASCR.BIN	0x95195	16	SCR04944	ジンパチ「まて!!	진파치「기다려!!
SCR06103	DATASCR.BIN	0x951AA	43	SCR04945	ラグーン「さらばだ。\n　ぬっはっはっはっは!!	라군「그럼 이만.\n　누핫핫핫핫핫하!!
SCR06104	DATASCR.BIN	0x952A8	43	SCR04946	ジンパチ「まったく\n　いまいましいやつ……。	진파치「정말이지\n　괘씸한 놈……。
SCR06105	DATASCR.BIN	0x952DE	35	SCR04947	ジンパチ「ふむ。\n　さすがに手強い。	진파치「흠.\n　과연 만만치 않군.
SCR06106	DATASCR.BIN	0x95326	40	SCR04948	ジンパチ「アスカ＠どの、\n　いきましょう!	진파치「아스카＠ 님,\n　갑시다!
SCR06107	DATASCR.BIN	0x95363	11	SCR04949	？「まてぃ!	？「기다려라!
SCR06108	DATASCR.BIN	0x953EC	20	SCR04930	？「ふぬははははは!!	？「푸느핫핫핫핫하!!
SCR06109	DATASCR.BIN	0x95447	64	SCR04951	ラグーン「小娘、ワシらの\n　邪魔をするつもりか。\n　ふん! 面白い。	라군「계집애, 우리를\n　방해할 셈이냐.\n　흥! 재밌군.
SCR06110	DATASCR.BIN	0x9548B	59	SCR04952	　次のフロアをな、ワシの炎で\n　埋め尽くしておいてやったぞ。	다음 층을 말이야, 내 불꽃으로\n　가득 채워놨다.
SCR06111	DATASCR.BIN	0x954C9	63	SCR04953	　乗り越えてみるが良い。\n　できるものならな。\n　ふはははははは!	넘어와 봐라.\n　할 수 있다면 말이지.\n　푸하하하하하하!
SCR06112	DATASCR.BIN	0x9550E	87	SCR04954	ラグーン「ワシを倒したから\n　といっていい気になるなよ小娘。\n　まだまだ勝負はこれからよ!	라군「나를 쓰러뜨렸다고\n　우쭐대지 마라, 계집애.\n　승부는 아직 이제부터다!
SCR06113	DATASCR.BIN	0x95569	59	SCR04952	　次のフロアをな、ワシの炎で\n　埋め尽くしておいてやったぞ。	다음 층을 말이야, 내 불꽃으로\n　가득 채워놨다.
SCR06114	DATASCR.BIN	0x955A7	63	SCR04953	　乗り越えてみるが良い。\n　できるものならな。\n　ふはははははは!	넘어와 봐라.\n　할 수 있다면 말이지.\n　푸하하하하하하!
SCR06115	DATASCR.BIN	0x955EC	64	SCR04957	ラグーン「この星華の大筒に\n　隠された宝は\n　わしらのもんじゃ～。	라군「이 성화의 대포에\n　숨겨진 보물은\n　우리 거다~。
SCR06116	DATASCR.BIN	0x95630	47	SCR04958	　次のフロアは、\n　ワシの炎で埋め尽くしておく。	다음 층은,\n　내 불꽃으로 가득 채워놓겠다.
SCR06117	DATASCR.BIN	0x95663	45	SCR04959	　そのスキに、宝を探さねば!!\n　ぬおおおおお!!	그 틈에, 보물을 찾아야지!!\n　누오오오오오!!
SCR06118	DATASCR.BIN	0x9574F	11	SCR04960	？「待ちな!	？「기다려!
SCR06119	DATASCR.BIN	0x95862	43	SCR04961	アクィラ「ここいらは\n　アタシの風の領分よ。	아퀼라「이 근처는\n　내 바람의 영역이야.
SCR06120	DATASCR.BIN	0x95890	72	SCR04962	　アンタを\n　八神楽の森まで戻す風が、\n　いつもより早く吹いてくるからね。	너를\n　야가쿠라 숲까지 되돌려 보내는 바람이,\n　평소보다 더 빨리 불어올 테니까.
SCR06121	DATASCR.BIN	0x958DB	77	SCR04963	　クロンの風より、\n　アタシのほうが強いところ、\n　見せてあげるわ。じゃあねっ!	크론의 바람보다,\n　내가 더 강하다는 걸,\n　보여줄게. 그럼 안녕!
SCR06122	DATASCR.BIN	0x9592E	73	SCR04964	アクィラ「一度アタシを\n　倒したからって\n　いい気になってるんじゃないわよ!	아퀼라「한 번 나를\n　이겼다고\n　우쭐해하지 말라고!
SCR06123	DATASCR.BIN	0x9597A	88	SCR04965	　このあたりじゃ、アンタを\n　八神楽の森まで戻す風が、\n　いつもより早く吹いてくるからね。	이 근처에선, 너를\n　야가쿠라 숲까지 되돌려 보내는 바람이,\n　평소보다 더 빨리 불어올 테니까.
SCR06124	DATASCR.BIN	0x959D5	77	SCR04963	　クロンの風より、\n　アタシのほうが強いところ、\n　見せてあげるわ。じゃあねっ!	크론의 바람보다,\n　내가 더 강하다는 걸,\n　보여줄게. 그럼 안녕!
SCR06125	DATASCR.BIN	0x95A28	76	SCR04967	アクィラ「まだこんなところに\n　いるなんて……\n　ほんとに目ざわりな人間だよ。	아퀼라「아직도 이런 데에\n　있다니……\n　정말 눈엣가시 같은 인간이네.
