id	file	offset	budget	same_as	jp	kr
SYS01019	SSCR.BIN	0x5D7EF	8		こうかん	교환
SYS01020	SSCR.BIN	0x5D7F8	6		はずす	벗기
SYS01021	SSCR.BIN	0x5D7FF	6		ひろう	줍기
SYS01022	SSCR.BIN	0x5D93A	4		使う	사용
SYS01023	SSCR.BIN	0x5D941	4		飲む	마시다
SYS01024	SSCR.BIN	0x5D948	4		読む	읽다
SYS01025	SSCR.BIN	0x5D94F	4		装備	장비
SYS01026	SSCR.BIN	0x5D956	6		食べる	먹다
SYS01027	SSCR.BIN	0x5D95F	6		投げる	던지다
SYS01028	SSCR.BIN	0x5D968	6		ワ投げ	던지기
SYS01029	SSCR.BIN	0x5D971	4		撃つ	쏘다
SYS01030	SSCR.BIN	0x5D978	6		転がす	굴리다
SYS01031	SSCR.BIN	0x5D981	4		ふる	흔들다
SYS01032	SSCR.BIN	0x5D988	4		おく	놓다
SYS01033	SSCR.BIN	0x5D98F	4		見る	보다
SYS01034	SSCR.BIN	0x5D996	6		入れる	넣다
SYS01035	SSCR.BIN	0x5D99F	4		押す	누르다
SYS01036	SSCR.BIN	0x5D9A6	4	SYS01024	読む	읽다
SYS01037	SSCR.BIN	0x5D9AD	4		かく	쓰다
SYS01038	SSCR.BIN	0x5D9B4	6	SYS01034	入れる	넣다
SYS01039	SSCR.BIN	0x5D9BD	6	SYS01034	入れる	넣다
SYS01040	SSCR.BIN	0x5D9C6	4		塗る	바르다
SYS01041	SSCR.BIN	0x5D9CD	4		出す	꺼내다
SYS01042	SSCR.BIN	0x5D9D4	4		装着	장착
SYS01043	SSCR.BIN	0x5D9DB	4		メモ	메모
SYS01044	SSCR.BIN	0x5D9E2	4	SCR04174	説明	설명
SYS01045	SSCR.BIN	0x5DA05	4		武器	무기
SYS01046	SSCR.BIN	0x5DA0D	4		腕輪	팔찌
SYS01047	SSCR.BIN	0x5DA15	6		石、弾	돌, 탄환
SYS01048	SSCR.BIN	0x5DA1C	6		秘技書	비기서
SYS01049	SSCR.BIN	0x5DA26	4		巻物	두루마리
SYS01050	SSCR.BIN	0x5DA2B	6		草、種	풀, 씨앗
SYS01051	SSCR.BIN	0x5DA35	4		食料	식량
SYS01052	SSCR.BIN	0x5DA3A	8		エレキ箱	전기 상자
SYS01053	SSCR.BIN	0x5DA43	6		ギタン	기탄
SYS01054	SSCR.BIN	0x5DA4A	6		その他	기타
SYS01055	SSCR.BIN	0x5DA51	4		予備	예비
SYS01056	SSCR.BIN	0x5DF82	4		なし	없음
SYS01057	SSCR.BIN	0x5DF87	4	SYS01056	なし	없음
SYS01058	SSCR.BIN	0x5DFB8	8		こんぼう	몽둥이
SYS01059	SSCR.BIN	0x5DFC1	8	SYS01058	こんぼう	몽둥이
SYS01060	SSCR.BIN	0x5DFF6	4		長巻	나가마키
SYS01061	SSCR.BIN	0x5DFFB	8		ながまき	나가마키
SYS01062	SSCR.BIN	0x5E030	6		カタナ	카타나
SYS01063	SSCR.BIN	0x5E037	6		かたな	카타나
SYS01064	SSCR.BIN	0x5E06A	14		ドラゴンキラー	드래곤 킬러
SYS01065	SSCR.BIN	0x5E079	14		どらごんきらー	드래곤 킬러
SYS01066	SSCR.BIN	0x5E0B4	10		どうたぬき	도우타누키
SYS01067	SSCR.BIN	0x5E0BF	10	SYS01066	どうたぬき	도우타누키
SYS01068	SSCR.BIN	0x5E0F6	16		剛剣マンジカブラ	강검 만지카부라
SYS01069	SSCR.BIN	0x5E107	20		ごうけんまんじかぶら	강검 만지카부라
SYS01070	SSCR.BIN	0x5E148	10		成仏のカマ	성불의 낫
SYS01071	SSCR.BIN	0x5E153	16		じょうぶつのかま	성불의 낫
SYS01072	SSCR.BIN	0x5E190	8		つるはし	곡괭이
SYS01073	SSCR.BIN	0x5E199	8	SYS01072	つるはし	곡괭이
SYS01074	SSCR.BIN	0x5E1CE	16		サトリのつるはし	사토리의 곡괭이
SYS01075	SSCR.BIN	0x5E1DF	16		さとりのつるはし	사토리의 곡괭이
SYS01076	SSCR.BIN	0x5E21C	8		必中の剣	필중의 검
SYS01077	SSCR.BIN	0x5E225	16		ひっちゅうのけん	필중의 검
SYS01078	SSCR.BIN	0x5E262	16		ミノタウロスの斧	미노타우로스의 도끼
SYS01079	SSCR.BIN	0x5E273	18		みのたうろすのおの	미노타우로스의 도끼
SYS01080	SSCR.BIN	0x5E2B2	14		妖刀かまいたち	요도 카마이타치
SYS01081	SSCR.BIN	0x5E2C1	18		ようとうかまいたち	요도 카마이타치
SYS01082	SSCR.BIN	0x5E300	10		１ツ目殺し	외눈박이 살해자
SYS01083	SSCR.BIN	0x5E30B	14		ひとつめごろし	외눈박이 살해자
SYS01084	SSCR.BIN	0x5E346	16		ドレインバスター	드레인 버스터
SYS01085	SSCR.BIN	0x5E357	16		どれいんばすたー	드레인 버스터
SYS01086	SSCR.BIN	0x5E394	10		火迅風魔刀	화신풍마도
SYS01087	SSCR.BIN	0x5E39F	16		かじんふうまとう	화신풍마도
SYS01088	SSCR.BIN	0x5E3DC	16		秘剣カブラステギ	비검 카부라스테기
SYS01089	SSCR.BIN	0x5E3ED	18		ひけんかぶらすてぎ	비검 카부라스테기
SYS01090	SSCR.BIN	0x5E42C	16		にぎりへんげの剣	니기리헨게의 검
SYS01091	SSCR.BIN	0x5E43D	18		にぎりへんげのけん	니기리헨게의 검
SYS01092	SSCR.BIN	0x5E47C	16		ケンゴウのカタナ	검호의 카타나
SYS01093	SSCR.BIN	0x5E48D	16		けんごうのかたな	검호의 카타나
SYS01094	SSCR.BIN	0x5E4CA	12		使い捨ての剣	일회용 검
SYS01095	SSCR.BIN	0x5E4D7	16		つかいすてのけん	일회용 검
SYS01096	SSCR.BIN	0x5E514	16		ぶっとびハンマー	날려버리기 해머
SYS01097	SSCR.BIN	0x5E525	16		ぶっとびはんまー	날려버리기 해머
SYS01098	SSCR.BIN	0x5E562	6		龍神剣	용신검
SYS01099	SSCR.BIN	0x5E569	14		りゅうじんけん	용신검
