id	file	offset	budget	same_as	jp	kr
SCR05837	DATASCR.BIN	0x8E451	51		コッパ「……えっと……\n　あいつも八魔天なんだよな。	콧파「……저기……\n　저놈도 팔마천이란 말이지.
SCR05838	DATASCR.BIN	0x8E488	41	SCR04927	　言うだけ言って\n　いっちゃったけど……。	할 말만 하고\n　가버렸는데……。
SCR05839	DATASCR.BIN	0x8E4B6	45		アスカ＠「うむ……\n　なにやら調子が狂う……。	아스카＠「음……\n　뭔가 페이스가 흐트러지는군……。
SCR05840	DATASCR.BIN	0x8E720	12	SCR04929	？「まてい!!	？「멈춰랏!!
SCR05841	DATASCR.BIN	0x8E7AA	20	SCR04930	？「ふぬははははは!!	？「후누하하하하하!!
SCR05842	DATASCR.BIN	0x8E7EB	24	SCR04931	ジンパチ「む、現れたな!!	진파치「음, 나타났구나!!
SCR05843	DATASCR.BIN	0x8E834	34	SCR04932	ラグーン「ほう……鋼賀村の頭領か。	라군「호오……코가 마을의 두령인가.
SCR05844	DATASCR.BIN	0x8E85B	58	SCR04933	ジンパチ「わが村にメイオウランを\n　植え付けたのは貴様だな!	진파치「우리 마을에 메이오우란을\n　심은 게 네놈이렷다!
SCR05845	DATASCR.BIN	0x8E89A	20	SCR04934	ラグーン「いかにも。	라군「그렇다.
SCR05846	DATASCR.BIN	0x8E8B3	61	SCR04935	ジンパチ「おのれ、\n　にっくきモンスターめ。\n　いざ尋常に勝負!	진파치「이런,\n　괘씸한 몬스터 같으니.\n　자, 당당히 승부하자!
SCR05847	DATASCR.BIN	0x8E8F5	41	SCR04936	ラグーン「ぬわ～ははは!!\n　片腹いたいわ!!	라군「누와～하하하!!\n　우습기 짝이 없구나!!
SCR05848	DATASCR.BIN	0x8E924	29	SCR04937	ラグーン「おおう、また貴様か!	라군「오오, 또 네놈이냐!
SCR05849	DATASCR.BIN	0x8E946	25	SCR04938	ジンパチ「いざ尋常に勝負!	진파치「자, 당당히 승부하자!
SCR05850	DATASCR.BIN	0x8E965	33	SCR04939	ラグーン「おおぅ!\n　鋼賀の頭領か!	라군「오오!\n　코가의 두령인가!
SCR05851	DATASCR.BIN	0x8E98B	55	SCR04940	ジンパチ「鋼賀の使命により、\n　貴様を退治する!\n　覚悟!!	진파치「코가의 사명에 따라,\n　네놈을 퇴치하겠다!\n　각오해라!!
SCR05852	DATASCR.BIN	0x8E9C7	39	SCR04941	ラグーン「できるかな?\n　ふぬははははは!	라군「할 수 있을까?\n　후누하하하하하!
SCR05853	DATASCR.BIN	0x8EA71	34	SCR04942	ラグーン「くらえぇい!\nジンパチ「!!	라군「받아랏!\n진파치「!!
SCR05854	DATASCR.BIN	0x8EB88	59	SCR04943	ラグーン「……ふん、さすがだな。\n　いったん引くとしようか。	라군「……흥, 과연 대단하군.\n　일단 물러나 볼까.
SCR05855	DATASCR.BIN	0x8EBD7	16	SCR04944	ジンパチ「まて!!	진파치「기다려라!!
SCR05856	DATASCR.BIN	0x8EBEC	43	SCR04945	ラグーン「さらばだ。\n　ぬっはっはっはっは!!	라군「그럼 이만.\n　눗핫핫핫핫!!
