id	file	offset	budget	same_as	jp	kr
SYS04076	SSCR.BIN	0xB0102	26		g_RescueMode::お礼待機状態	g_RescueMode::사례대기상태
SYS04077	SSCR.BIN	0xB0129	22		g_RescueMode::救助状態	g_RescueMode::구조상태
SYS04078	SSCR.BIN	0xB014C	22		g_RescueMode::救助成功	g_RescueMode::구조성공
SYS04079	SSCR.BIN	0xB016F	22		g_RescueMode::救助失敗	g_RescueMode::구조실패
SYS04080	SSCR.BIN	0xB0188	24		救助行ってくれるッスか？	구조하러 가주나요?
SYS04081	SSCR.BIN	0xB01A3	20		呪文を入れてくれッス	주문을 넣어줘
SYS04082	SSCR.BIN	0xB0237	24		[ %s ] のStage %d じゃ！	[ %s ] 의 Stage %d 니라!
SYS04083	SSCR.BIN	0xB0263	14		行って来るべし	다녀오리다
SYS04084	SSCR.BIN	0xB0274	24		マピロマハマティロマト！	마피로마하마티로마토!
SYS04085	SSCR.BIN	0xB02DF	18		呪文間違えてるッス	주문이 틀렸어
SYS04086	SSCR.BIN	0xB02F4	26		ちゃんと入力して欲しいッス	제대로 입력해줬으면 해
SYS04087	SSCR.BIN	0xB0336	35		HOUSE::whGetNetworkMode::非救助状態	HOUSE::whGetNetworkMode::비구조상태
SYS04088	SSCR.BIN	0xB0366	43		HOUSE::whGetNetworkMode::アカウント作成状態	HOUSE::whGetNetworkMode::계정생성상태
SYS04089	SSCR.BIN	0xB039E	37		HOUSE::whGetNetworkMode::救助申請状態	HOUSE::whGetNetworkMode::구조신청상태
SYS04090	SSCR.BIN	0xB03D0	37		HOUSE::whGetNetworkMode::救助待機状態	HOUSE::whGetNetworkMode::구조대기상태
SYS04091	SSCR.BIN	0xB0402	37		HOUSE::whGetNetworkMode::救助撤回状態	HOUSE::whGetNetworkMode::구조철회상태
SYS04092	SSCR.BIN	0xB0434	33		HOUSE::whGetNetworkMode::救助状態	HOUSE::whGetNetworkMode::구조상태
SYS04093	SSCR.BIN	0xB0462	37		HOUSE::whGetNetworkMode::救助完了状態	HOUSE::whGetNetworkMode::구조완료상태
SYS04094	SSCR.BIN	0xB048A	24	SYS04080	救助行ってくれるッスか？	구조하러 가주나요?
SYS04095	SSCR.BIN	0xB04D8	30		救助ターゲットがないようじゃ。	구조 대상이 없는 듯하구나。
SYS04096	SSCR.BIN	0xB0509	21		[ %s ] の %d階 じゃ！	[ %s ] 의 %d층이니라!
SYS04097	SSCR.BIN	0xB0532	14	SYS04083	行って来るべし	다녀오리다
SYS04098	SSCR.BIN	0xB0543	12		バシルーラ！	바실루라!
SYS04099	SSCR.BIN	0xB059C	27		[%s] に%d階はないのじゃよ？	[%s] 에 %d층은 없느니라?
SYS04100	SSCR.BIN	0xB05F2	4		登録	등록
SYS04101	SSCR.BIN	0xB05FE	8	SYS03548	登録抹消	등록말소
SYS04102	SSCR.BIN	0xB060E	8	SYS03226	あずける	맡기다
SYS04103	SSCR.BIN	0xB061E	8		もちだす	찾다
SYS04104	SSCR.BIN	0xB06C3	20		どれを登録しますか？	어느 걸 등록해요?
SYS04105	SSCR.BIN	0xB06D8	24		どれを登録抹消しますか？	어느 걸 등록말소해요?
SYS04106	SSCR.BIN	0xB06F1	20		どれを預かりますか？	어느 걸 맡기겠어요?
SYS04107	SSCR.BIN	0xB0706	22		どれを持ってくザマス？	어느 걸 찾아가겠나요?
SYS04108	SSCR.BIN	0xB073D	22		a\x0C登録しないのですね。	a등록 안 하시는군요。
SYS04109	SSCR.BIN	0xB079E	31		a\x0C%sですね\n確かに登録しました。	"a%s로군요\n등록했습니다。"
SYS04110	SSCR.BIN	0xB081D	10		a\x0C%d個登録	a%d개등록
SYS04111	SSCR.BIN	0xB0850	26		a\x0C登録抹消しないのですね。	a등록말소 안 하시는군요。
SYS04112	SSCR.BIN	0xB08B5	29		a\x0C%sですね\n登録抹消しました。	"a%s로군요\n등록말소했습니다。"
SYS04113	SSCR.BIN	0xB0915	14		a\x0C%d個登録抹消	a%d개 말소
SYS04114	SSCR.BIN	0xB094C	22		a\x0Cあずけないのですね。	a안 맡기시는군요。
SYS04115	SSCR.BIN	0xB09AD	39		a\x0C%sですね\n確かにお預かりいたしました。	"a%s로군요\n확실히 맡아뒀습니다。"
SYS04116	SSCR.BIN	0xB0A6D	22		a\x0C%d個の箱を預かった。	a%d개 상자를 맡았다。
SYS04117	SSCR.BIN	0xB0AAB	30		a\x0Cこれ以上アイテムをもてません	a더 이상 아이템을 못 듭니다
SYS04118	SSCR.BIN	0xB0AF2	24		a\x0C何も登録されていません	a등록된 게 없습니다
SYS04119	SSCR.BIN	0xB0B29	32		a\x0C現在あずかっていないようです。	a지금 맡긴 게 없는 듯합니다。
SYS04120	SSCR.BIN	0xB0B74	22		a\x0Cもちださないのですね	a안 찾아가시는군요
SYS04121	SSCR.BIN	0xB0BC1	24		a\x0C%sをお持ち帰りですね。	a%s를 가져가시는군요。
SYS04122	SSCR.BIN	0xB0C46	30		a\x0C%d個しか持っていけなかった。	a%d개밖에 못 가져갔다。
SYS04123	SSCR.BIN	0xB0C72	18		a\x0C%d個持ってった。	a%d개 가져갔다。
SYS04124	SSCR.BIN	0xB0CB2	6	SCR00000	預ける	맡기다
SYS04125	SSCR.BIN	0xB0CC0	8	SCR00001	引き出す	꺼내다
SYS04126	SSCR.BIN	0xB0CD0	6	SCR00002	やめる	그만둠
SYS04127	SSCR.BIN	0xB0D48	20		銀行員「いらっしゃい	은행원「어서오세요
SYS04128	SSCR.BIN	0xB0D5F	18		　なにようアルか？	뭐가 필요해?
SYS04129	SSCR.BIN	0xB0DB0	34		銀行員「あんたカネもってないアルよ	은행원「당신 돈 없으신데요
SYS04130	SSCR.BIN	0xB0E01	26		銀行員「いま銀行一杯アル。	은행원「지금 꽉 찼어요。
SYS04131	SSCR.BIN	0xB0E1E	30		　もうこれ以上あずけられないネ	더는 못 맡겨드려요
SYS04132	SSCR.BIN	0xB0E61	30		銀行員「いくらあずけるアルか？	은행원「얼마 맡기시겠어요?
SYS04133	SSCR.BIN	0xB0E8C	34		　いまは%dギタンあずかってるアル。	지금 %d기탄 맡아뒀어요。
SYS04134	SSCR.BIN	0xB0EE6	20		銀行員「やめるアルネ	은행원「그만두시게요
SYS04135	SSCR.BIN	0xB0F48	20		銀行員「ごめんアル。	은행원「죄송해요。
SYS04136	SSCR.BIN	0xB0F5F	38		　%dギタンしか金庫に入らなかったアル。	%d기탄밖에 금고에 안 들어갔어요。
SYS04137	SSCR.BIN	0xB0FB7	24		銀行員「りょうかいアル。	은행원「알겠습니다。
SYS04138	SSCR.BIN	0xB0FD2	26		　%dギタンあずかったアル。	%d기탄 맡았습니다。
SYS04139	SSCR.BIN	0xB1030	37		銀行員「あんた カネあずけてないアル。	은행원「당신 돈 안 맡기셨는데요。
SYS04140	SSCR.BIN	0xB1086	32		銀行員「あんたカネもちすぎアルよ	은행원「당신 돈 너무 많으세요
SYS04141	SSCR.BIN	0xB10A9	28		　もうこれ以上持てないアル。	더는 못 들어드려요。
SYS04142	SSCR.BIN	0xB10EA	30		銀行員「いくらもってくアルか？	은행원「얼마 찾으시겠어요?
SYS04143	SSCR.BIN	0xB110B	34	SYS04133	　いまは%dギタンあずかってるアル。	지금 %d기탄 맡아뒀어요。
SYS04144	SSCR.BIN	0xB117B	20	SYS04134	銀行員「やめるアルネ	은행원「그만두시게요
SYS04145	SSCR.BIN	0xB11C4	24	SYS04137	銀行員「りょうかいアル。	은행원「알겠습니다。
SYS04146	SSCR.BIN	0xB11DF	24		　%dギタン持ってけアル。	%d기탄 드릴게요。
SYS04147	SSCR.BIN	0xB121E	24		銀行員「ありがとうアルネ	은행원「감사합니다
SYS04148	SSCR.BIN	0xB1239	19		　また いらしゃいネ	또 오세요
SYS04149	SSCR.BIN	0xB12C1	29		ジンパチのクビを取りに行く。\n	"진파치 목을 따러 간다。\n"
SYS04150	SSCR.BIN	0xB12E0	17		打倒メイオウラン\n	"타도 메이오란\n"
SYS04151	SSCR.BIN	0xB12F3	13		キャンペーン\n	"캠페인\n"
SYS04152	SSCR.BIN	0xB1302	152		地面に落ちているワナを拾うことができる。\n拾ったワナを\x01\x07ワ投げ\x01\x02すると\n投げた先で起動する。\nモンスターに向かって\x01\x07ワ投げ\x01\x02すると\n足もとに落ちて起動する。	"바닥에 떨어진 함정을 주울 수 있다.\n주운 함정을던지기하면\n던진 곳에서 발동한다.\n몬스터에게던지기하면\n발밑에 떨어져 발동한다."
SYS04153	SSCR.BIN	0xB139E	86		サトリのつるはし\x01\x02を最初から持ってる。\n部屋と部屋をつなぐ道が無いので\n掘りながら進む。	"사토리의 곡괭이를 처음부터 갖고 있다.\n방과 방을 잇는 길이 없어서\n파면서 나아간다。"
SYS04154	SSCR.BIN	0xB13F6	69		武器や盾などがまったく落ちていない。\n巻物や杖などを駆使して攻略する。	"무기나 방패가 전혀 없다.\n두루마리나 지팡이로 공략한다。"
