id	file	offset	budget	same_as	jp	kr
SYS02100	SSCR.BIN	0x66D75	164		買い物の時、最初に提示された\n値段を断ると半額に値切ること\nが出来る。ただし、そのフロア\n内で一回だけ有効。気力が溜ま\nっても、気力万全状態にならな\nいと発動出来ない。\n	물건을 살 때, 처음 제시된\n가격을 거절하면 반값으로\n깎을 수 있다. 단, 그 층\n안에서 한 번만 유효하다. 기력이 다 차더라도 기력\n만전 상태가 되지 않으면\n발동할 수 없다.\n
SYS02101	SSCR.BIN	0x66E1B	6		深呼吸	심호흡
SYS02102	SSCR.BIN	0x66E22	12		しんこきゅう	심호흡
SYS02103	SSCR.BIN	0x66E2F	23		ＨＰを約半分回復する。\n	HP를 약 절반 회복한다.\n
SYS02104	SSCR.BIN	0x66E48	6		超代謝	초대사
SYS02105	SSCR.BIN	0x66E4F	14		ちょうたいしゃ	초대사
SYS02106	SSCR.BIN	0x66E5E	17		ＨＰを全快する。\n	HP를 전부 회복한다.\n
SYS02107	SSCR.BIN	0x66E71	6		毒抜き	독빼기
SYS02108	SSCR.BIN	0x66E78	8		どくぬき	독빼기
SYS02109	SSCR.BIN	0x66E81	15		力を回復する。\n	힘을 회복한다.\n
SYS02110	SSCR.BIN	0x66E92	4		復帰	복귀
SYS02111	SSCR.BIN	0x66E97	6		ふっき	복귀
SYS02112	SSCR.BIN	0x66E9E	58		自分の混乱、鈍足、目つぶし、\nＨＰ自然減少、の状態を治す。\n	자신의 혼란, 둔족, 실명,\nHP 자연 감소 상태를 치료한다.\n
SYS02113	SSCR.BIN	0x66EDA	4		解呪	저주풀기
SYS02114	SSCR.BIN	0x66EDF	8		かいじゅ	저주풀기
SYS02115	SSCR.BIN	0x66EE8	50		アイテムの呪いを解く。\nジャガン仮面の呪いも解く。\n	아이템의 저주를 푼다.\n자간 가면의 저주도 푼다.\n
SYS02116	SSCR.BIN	0x66F1C	4		霞飯	안개밥
SYS02117	SSCR.BIN	0x66F21	10		かすみめし	안개밥
SYS02118	SSCR.BIN	0x66F2C	25		満腹度が３０％回復する。\n	포만도가 30% 회복된다.\n
SYS02119	SSCR.BIN	0x66F47	8		一気食い	한입에 먹기
SYS02120	SSCR.BIN	0x66F50	10		いっきぐい	한입에 먹기
SYS02121	SSCR.BIN	0x66F5B	116		食料、草をアイテム欄から複数\n選び１ターンでまとめて食べる。\n順番はＬトリガーで選択した順。\n壺の中、足元は選べない。\n	식량, 풀을 아이템란에서 여러\n개 골라 1턴에 한꺼번에 먹는다.\n순서는 L트리거로 선택한 순서.\n항아리 속, 발밑은 고를 수 없다.\n
