id	file	offset	budget	same_as	jp	kr
SYS00881	SSCR.BIN	0x532E9	306		ミノタウロスは牛の姿のモンスターです。\nタウロス系の中では２番目に強く、すさま\nじい怪力で斧を振り下ろし、痛恨の一撃を\n叩き出す狂暴な豪傑モンスターです。暗褐\n色の肌が凄味を増し、山のように盛り上が\nった筋肉が見るものを威圧させます。そん\nなミノタウロスのエレキ箱はあなたの最も\n頼りになる護衛役になるでしょう。\n	미노타우로스는 소의 모습을 한 몬스터입니다.\n타우로스 계열 중에서는 두 번째로 강하며, 무시\n무시한 괴력으로 도끼를 내리쳐 치명적인\n일격을 날리는 흉포한 호걸형 몬스터입니다. 거\n무스름한 피부가 위압감을 더하고, 산처럼 솟아\n오른 근육이 보는 이를 압도합니다. 그런\n미노타우로스의 에레키 상자는 당신의 가장\n든든한 호위역이 되어줄 것입니다.\n
SYS00882	SSCR.BIN	0x5341D	312		メガタウロスは牛の姿のモンスターです。\nタウロス系の中でも、全モンスターの中で\nも最強のとんでもない怪力で斧を振り下ろ\nし、痛恨の一撃で敵を折伏する凶悪な豪傑\nモンスターです。赤褐色の肌で、灼熱の山\nのように盛り上がった筋肉が見るものを恐\n怖させます。このメガタウロスのエレキ箱\nはあなたの最高の護衛役になるでしょう。\n	메가타우로스는 소의 모습을 한 몬스터입니다.\n타우로스 계열 중에서도, 전 몬스터 중에서\n도 최강의 터무니없는 괴력으로 도끼를 내리쳐\n치명적인 일격으로 적을 굴복시키는 흉악한 호걸\n몬스터입니다. 적갈색 피부에, 작열의 산\n처럼 솟아오른 근육이 보는 이를 공\n포에 떨게 합니다. 이 메가타우로스의 에레키 상자\n는 당신의 최고의 호위역이 되어줄 것입니다.\n
SYS00883	SSCR.BIN	0x53557	304		デブータはブタの姿のモンスターです。緑\nの肩当てと赤いリストバンドが特徴です。\nデブータ系の中では一番弱いのですが、デ\nブータの石を無限に使えるので、２マス先\nまでならどの位置の敵にも石を投げつけて\n攻撃できます。鼻息攻撃も印象的な、そん\nなデブータのエレキ箱はあなたの旅を快適\nかつユーモラスにしてくれます。\n	데부타는 돼지 모습을 한 몬스터입니다. 초록색\n어깨 보호구와 빨간 손목밴드가 특징입니다.\n데부타 계열 중에서는 가장 약하지만, 데부타의\n돌을 무한히 사용할 수 있어서 2칸 앞까지라면\n어느 위치의 적에게도 돌을 던져 공격할 수\n있습니다. 콧김 공격도 인상적인, 그런 데부타의\n에레키 상자는 당신의 여행을 쾌적하고 유머러\n스하게 만들어줄 것입니다.\n
SYS00884	SSCR.BIN	0x53689	312		デブーチョはブタの姿のモンスターです。\n青い肩当てと、緑のリストバンドが特徴で\nす。デブータ系の中で２番目に強く、デブ\nータの石を無限に使えて、投げ方も巧いの\nで、５マス先までならどの位置の敵にも石\nを投げつけて攻撃できます。鼻息攻撃も印\n象的な、そんなデブーチョのエレキ箱はあ\nなたの旅を軽快かつ愉快にしてくれます。\n	데부초는 돼지 모습을 한 몬스터입니다. 파란색\n어깨 보호구와 초록색 손목밴드가 특징입니다.\n데부타 계열 중에서 두 번째로 강하며, 데부타의\n돌을 무한히 사용할 수 있고 던지는 솜씨도 좋아\n서 5칸 앞까지라면 어느 위치의 적에게도 돌을\n던져 공격할 수 있습니다. 콧김 공격도 인상적인,\n그런 데부초의 에레키 상자는 당신의 여행을\n경쾌하고 유쾌하게 만들어줄 것입니다.\n
SYS00885	SSCR.BIN	0x537C3	312		デブートンはブタの姿のモンスターです。\n赤紫の肩当てと、青いリストバンドが特徴\nです。デブータ系の中では最強です。デブ\nータの石を無限に使えて、投げ方も巧く、\n１０マス先までなら部屋の外の敵にさえも\n石を投げつけて攻撃できます。鼻息攻撃も\n印象的な、そんなデブートンのエレキ箱は\nあなたの旅を痛快、爽快にしてくれます。\n	데부톤은 돼지 모습을 한 몬스터입니다. 적자색\n어깨 보호구와 파란색 손목밴드가 특징입니다.\n데부타 계열 중에서는 최강입니다. 데부타의 돌을\n무한히 사용할 수 있고 던지는 솜씨도 뛰어나\n10칸 앞까지라면 방 밖의 적에게조차 돌을 던져\n공격할 수 있습니다. 콧김 공격도 인상적인, 그런\n데부톤의 에레키 상자는 당신의 여행을 통쾌하고\n상쾌하게 만들어줄 것입니다.\n
SYS00886	SSCR.BIN	0x538FD	306		ドラゴンは、異国の竜のモンスターです。\nドラゴン系の中では一番弱いのですが、巨\n大な緑の体に紺色の翼が特徴で、太くて長\nい尾の一振りが強烈な破壊力を持ちます。\nまた離れた敵には口から炎を吐いて攻撃し\nます。そんなドラゴンのエレキ箱は、伝説\nの細工師カラマツ翁の作。その名に恥じな\nい大活躍を、あなたに約束します。\n	드래곤은 이국의 용 몬스터입니다. 드래곤 계열\n중에서는 가장 약하지만, 거대한 초록색 몸에\n짙은 남색 날개가 특징이며, 굵고 긴 꼬리의 일\n격이 강렬한 파괴력을 지닙니다. 또한 멀리 있는\n적에게는 입에서 불꽃을 내뿜어 공격합니다. 그\n런 드래곤의 에레키 상자는 전설의 세공사 카라\n마츠 옹의 작품. 그 이름에 부끄럽지 않은 대활\n약을 당신에게 약속합니다.\n
SYS00887	SSCR.BIN	0x53A31	312		スカイドラゴンは、異国の竜のモンスター\nです。最も恐れられるドラゴン系の中では\n２番目に強く、巨大な赤紫色の体と紺色の\n翼が特徴で、太くて長い尾の一振りは激烈\nな破壊力です。離れた敵には部屋のどんな\n位置からでも炎を吐き攻撃できます。そん\nなスカイドラゴンのエレキ箱は、その名に\n恥じない大活躍を、あなたに約束します。\n	스카이드래곤은 이국의 용 몬스터입니다. 가장\n두려움의 대상인 드래곤 계열 중에서 두 번째로\n강하며, 거대한 적자색 몸과 짙은 남색 날개가\n특징으로, 굵고 긴 꼬리의 일격은 격렬한 파괴력\n을 지닙니다. 멀리 있는 적에게는 방 안 어느 위\n치에서든 불꽃을 내뿜어 공격할 수 있습니다. 그\n런 스카이드래곤의 에레키 상자는 그 이름에 부\n끄럽지 않은 대활약을 당신에게 약속합니다.\n
SYS00888	SSCR.BIN	0x53B6B	312		アークドラゴンは、異国の竜のモンスター\nです。モンスターの頂点に君臨するドラゴ\nン系の中でも最強を誇ります。巨大な藍色\nの体と渋い赤紫色の翼が特徴で、太くて長\nい尾の一振りは爆裂な破壊力です。どんな\nに遠い敵にも炎を吐いて攻撃します。そん\nなアークドラゴンのエレキ箱は、その名に\n恥じない大活躍を、あなたに約束します。\n	아크드래곤은 이국의 용 몬스터입니다. 몬스터의\n정점에 군림하는 드래곤 계열 중에서도 최강을\n자랑합니다. 거대한 남빛 몸과 은은한 적자색 날\n개가 특징이며, 굵고 긴 꼬리의 일격은 폭렬적인\n파괴력을 지닙니다. 아무리 먼 적에게도 불꽃을\n내뿜어 공격합니다. 그런 아크드래곤의 에레키\n상자는 그 이름에 부끄럽지 않은 대활약을 당신\n에게 약속합니다.\n
SYS00889	SSCR.BIN	0x53CA5	312		トド系の中で一番弱い、紫のトドは水中属\n性です。ほっかむりをしており、その手ぬ\nぐいで人のアイテムを盗みます。新たなア\nイテムにすぐ夢中になるクセがあります。\n盗んだら高飛びで逃げ、堀の中も泳ぎます\nが足は速くなく、滅多に攻撃もしません。\nそんな愛らしいぬすっトドのエレキ箱は、\nあなたの心の安らぎにお役立てください。\n	토도 계열 중에서 가장 약한 보라색 토도는 수중\n속성입니다. 복면 수건을 쓰고 있으며, 그 수건으\n로 남의 아이템을 훔칩니다. 새로운 아이템에 금\n세 정신이 팔리는 버릇이 있습니다. 훔치면 멀리\n뛰기로 달아나며 해자 속도 헤엄치지만 발은 빠\n르지 않고 좀처럼 공격도 하지 않습니다. 그런 사\n랑스러운 도둑토도의 에레키 상자는 당신 마음의\n평안에 도움이 되어줄 것입니다.\n
SYS00890	SSCR.BIN	0x53DDF	304		トド系で２番目に強い、緑のトドです。ア\nイテムを盗み、高飛びで逃げ、水中属性な\nので堀も泳げますが、一つ盗めばそれを大\n事に持ち歩くようになります。しかし攻撃\nを受けるとたまに分裂し、増えた分だけま\nたアイテムを盗みます。このみどりトドの\nエレキ箱は分裂しないように改良し、収拾\nのつかない事態を防止しました。\n	토도 계열 중에서 두 번째로 강한, 초록색 토도입\n니다. 아이템을 훔치고 멀리뛰기로 달아나며, 수\n중 속성이라 해자도 헤엄칠 수 있지만, 하나를 훔\n치면 그것을 소중히 들고 다니게 됩니다. 하지만\n공격을 받으면 가끔 분열하여, 늘어난 만큼 또 아\n이템을 훔칩니다. 이 초록토도의 에레키 상자는\n분열하지 않도록 개량하여 수습 불가능한 사태를\n방지했습니다.\n
