id	file	offset	budget	same_as	jp	kr
SYS02729	SSCR.BIN	0x70C7C	58		目激とは、一ツ目属性に大ダメージの\n攻撃をする秘技である。\n	목격이란, 외눈 속성에 큰 데미지를\n주는 공격을 하는 비기이다.\n
SYS02730	SSCR.BIN	0x70CB8	56		水妖斬とは、水属性に大ダメージの\n攻撃をする秘技である。\n	수요참이란, 물 속성에 큰 데미지를\n주는 공격을 하는 비기이다.\n
SYS02731	SSCR.BIN	0x70CF2	60		吸散とは、ドレイン属性に大ダメージの\n攻撃をする秘技である。\n	흡산이란, 흡수 속성에 큰 데미지를\n주는 공격을 하는 비기이다.\n
SYS02732	SSCR.BIN	0x70D30	44		気攻弾とは、\n気合い弾を発射する秘技である。\n	기공탄이란,\n기합탄을 발사하는 비기이다.\n
SYS02733	SSCR.BIN	0x70D5E	56		気攻裂波とは、射程の長い気合い弾を発射\nする秘技である。\n	기공열파란, 사정거리가 긴 기합탄을 발사\n하는 비기이다.\n
SYS02734	SSCR.BIN	0x70D98	78		貫通烈波とは、敵も味方も壁も貫通して\nどこまでも届く気合い弾を放つ秘技である。\n	관통열파란, 적도 아군도 벽도 관통해서\n끝없이 뻗어나가는 기합탄을 쏘는 비기이다.\n
SYS02735	SSCR.BIN	0x70DE8	50		交錯とは、目の前の敵と場所がえをする\n秘技である。\n	교착이란, 눈앞의 적과 자리를 바꾸는\n비기이다.\n
SYS02736	SSCR.BIN	0x70E1C	68		裏当て身とは、目の前の敵と場所がえをして\n背後を攻撃する秘技である。\n	배후치기란, 눈앞의 적과 자리를 바꿔서\n등 뒤를 공격하는 비기이다.\n
SYS02737	SSCR.BIN	0x70E62	54		通背剣とは、攻撃しながら敵の背後に抜ける\n秘技である。\n	통배검이란, 공격하면서 적의 등 뒤로 빠져나가는\n비기이다.\n
SYS02738	SSCR.BIN	0x70E9A	52		鬼月とは、一気に間合いを詰めて攻撃する\n秘技である。\n	귀월이란, 단숨에 간격을 좁혀 공격하는\n비기이다.\n
SYS02739	SSCR.BIN	0x70ED0	48		体当とは、敵に体当たりして攻撃する\n秘技である。\n	몸통박치기란, 적에게 몸통 박치기를 해서 공격하는\n비기이다.\n
SYS02740	SSCR.BIN	0x70F02	41		気合投げとは、敵を投げ飛ばす秘技である。\n	기합던지기란, 적을 던져버리는 비기이다.\n
SYS02741	SSCR.BIN	0x70F2D	50		八方投げとは、隣接した敵を吹き飛ばす\n秘技である。\n	팔방던지기란, 인접한 적을 날려버리는\n비기이다.\n
SYS02742	SSCR.BIN	0x70F61	54		受け返しとは、攻撃を受けずに逆に跳ね返す\n秘技である。\n	되받아치기란, 공격을 받지 않고 오히려 튕겨내는\n비기이다.\n
SYS02743	SSCR.BIN	0x70F99	41		強弓とは、２倍の力で矢を撃つ秘技である。\n	강궁이란, 2배의 힘으로 화살을 쏘는 비기이다.\n
SYS02744	SSCR.BIN	0x70FC4	64		軟投とは、アイテムを相手の足元に\n落ちるように投げる秘技である。\n	연투란, 아이템을 상대의 발밑에\n떨어지도록 던지는 비기이다.\n
SYS02745	SSCR.BIN	0x71006	54		強肩とは、アイテムを２０マス先まで投げる\n秘技である。\n	강견이란, 아이템을 20칸 앞까지 던지는\n비기이다.\n
SYS02746	SSCR.BIN	0x7103E	85		遠投とは、アイテムを遠投する秘技である。\n敵も味方も壁さえも\n貫通するのが遠投である。\n	원투란, 아이템을 멀리 던지는 비기이다.\n적도 아군도 벽조차도\n관통하는 것이 원투이다.\n
SYS02747	SSCR.BIN	0x71095	70		暇投げとは、直線上でなくてもアイテムを\n敵に投げ当てられる秘技である。\n	곡사던지기란, 일직선상이 아니어도 아이템을\n적에게 던져 맞힐 수 있는 비기이다.\n
SYS02748	SSCR.BIN	0x710ED	85		銭投げとは、２００ギタンを\n敵にむかって投げる秘技である。\nもちろん財布の中身も減る。\n	돈던지기란, 200기탄을\n적을 향해 던지는 비기이다.\n물론 지갑 속도 줄어든다.\n
SYS02749	SSCR.BIN	0x71144	115		小判投げとは、5００ギタンを\n敵にむかって投げる秘技である。\nもちろん財布の中身も減るので、\n普段からの節約が大切だ。\n	금화던지기란, 500기탄을\n적을 향해 던지는 비기이다.\n물론 지갑 속도 줄어들므로,\n평소의 절약이 중요하다.\n
SYS02750	SSCR.BIN	0x711B9	147		大判投げとは、１０００ギタンを\n敵にむかって投げる秘技である。\nもちろん財布の中身も減るので、\nいざというときのために、こっそり\nヘソクリしておこう。\n	대금화던지기란, 1000기탄을\n적을 향해 던지는 비기이다.\n물론 지갑 속도 줄어드므로,\n만일을 위해서, 몰래\n비상금을 마련해두자.\n
SYS02751	SSCR.BIN	0x7124E	56		目潰しとは、部屋中の者を目つぶし状態に\nする秘技である。\n	실명술이란, 방 안에 있는 자들을 실명 상태로\n만드는 비기이다.\n
SYS02752	SSCR.BIN	0x71288	44		猫だましとは、\n敵を金縛りにする秘技である。\n	네코다마시란,\n적을 옴짝달싹 못하게 만드는 비기이다.\n
SYS02753	SSCR.BIN	0x712B6	50		虎だましとは、周囲の敵を金縛りにする\n秘技である。\n	토라다마시란, 주변의 적을 옴짝달싹 못하게 만드는\n비기이다.\n
