id	file	offset	budget	same_as	jp	kr
SYS03150	SSCR.BIN	0x8BA89	16		%s「どろぼー！！	%s「도둑이야！！
SYS03151	SSCR.BIN	0x8BB1E	22		%s「いらっしゃいませ。	%s「어서 오세요.
SYS03152	SSCR.BIN	0x8C5E1	32		%s「店をあけてきたので心配です。	%s「가게를 비워두고 와서 걱정이네요.
SYS03153	SSCR.BIN	0x8C609	20		%s「敵を追ってます。	%s「적을 쫓고 있어요.
SYS03154	SSCR.BIN	0x8C68E	28		%s「ありがとうございました。	%s「감사합니다.
SYS03155	SSCR.BIN	0x8C6CE	31		%s「お客さんが 置いたアイテムを	%s「손님이 두고 가신 아이템을
SYS03156	SSCR.BIN	0x8C6F4	25		%dギタンで 買い取ります。	%d기탄에 사들이겠습니다.
SYS03157	SSCR.BIN	0x8C746	25		%s「それは ざんねんです。	%s「그거 아쉽네요.
SYS03158	SSCR.BIN	0x8C767	28	SYS03154	%s「ありがとうございました。	%s「감사합니다.
SYS03159	SSCR.BIN	0x8C7CC	27		%s「お客さんが お買い上げの	%s「손님이 구매하신
SYS03160	SSCR.BIN	0x8C7EC	30		アイテムは%dギタンになります。	아이템은 %d기탄입니다.
SYS03161	SSCR.BIN	0x8C857	30		%s「%dギタンではどうでしょう？	%s「%d기탄이면 어떨까요?
SYS03162	SSCR.BIN	0x8C887	25	SYS03157	%s「それは ざんねんです。	%s「그거 아쉽네요.
SYS03163	SSCR.BIN	0x8C8BB	30		%s「お客さん お金がたりません!	%s「손님, 돈이 부족해요!
SYS03164	SSCR.BIN	0x8C8E1	28	SYS03154	%s「ありがとうございました。	%s「감사합니다.
SYS03165	SSCR.BIN	0x8C94D	20		%s「よろしいですか？	%s「괜찮으시겠어요?
SYS03166	SSCR.BIN	0x8C9B7	4	SCR04172	はい	네
SYS03167	SSCR.BIN	0x8C9C3	6	SCR04173	いいえ	아니요
SYS03168	SSCR.BIN	0x8CA94	14		アイテムを買う	아이템을 산다
SYS03169	SSCR.BIN	0x8CAA3	12		持ち物を売る	소지품을 판다
SYS03170	SSCR.BIN	0x8CAB0	14		エレキ箱を買う	엘레키 상자를 산다
SYS03171	SSCR.BIN	0x8CABF	14		エレキ箱を売る	엘레키 상자를 판다
SYS03172	SSCR.BIN	0x8CACE	16		剣をきたえる　　	검을 단련한다
SYS03173	SSCR.BIN	0x8CADF	16		盾をきたえる　　	방패를 단련한다
SYS03174	SSCR.BIN	0x8CAF0	16		杖をきたえる　　	지팡이를 단련한다
SYS03175	SSCR.BIN	0x8CB01	16		壺をきたえる　　	항아리를 단련한다
SYS03176	SSCR.BIN	0x8CB12	16		合成した印を消す	합성한 표시를 지운다
SYS03177	SSCR.BIN	0x8CB23	16		腕輪のしゅうり　	팔찌 수리
SYS03178	SSCR.BIN	0x8CB34	18		レベルアップさせる	레벨업시킨다
SYS03179	SSCR.BIN	0x8CB47	18		エレキ箱のしゅうり	엘레키 상자 수리
SYS03180	SSCR.BIN	0x8CB5A	18		強化パーツを外す　	강화 파츠를 뺀다
SYS03181	SSCR.BIN	0x8CB6D	6	SCR00002	やめる	그만둔다
SYS03182	SSCR.BIN	0x8CDF5	16		何も持っていない	아무것도 갖고 있지 않다
SYS03183	SSCR.BIN	0x8DF8A	20	SYS00026	壺から 手が抜けない!	항아리에서 손이 빠지지 않는다!
SYS03184	SSCR.BIN	0x8E0F8	24	SYS02872	呪いのせいで はずれない!	저주 때문에 빠지지 않는다!
SYS03185	SSCR.BIN	0x8EDDA	8		風来日記	풍래일지
SYS03186	SSCR.BIN	0x8EDE3	10		風来人番付	풍래인 순위표
SYS03187	SSCR.BIN	0x8EDEE	8		風来地形	풍래 지형
SYS03188	SSCR.BIN	0x8EE07	4		作成	작성
SYS03189	SSCR.BIN	0x8EE0C	6		セーブ	세이브
SYS03190	SSCR.BIN	0x8EE13	6		ロード	로드
SYS03191	SSCR.BIN	0x8EE1A	4		削除	삭제
SYS03192	SSCR.BIN	0x8EF8D	19		どれを 出しますか？	어느 것을 꺼내시겠습니까？
SYS03193	SSCR.BIN	0x8EFE1	20		倉庫は空っぽみたい。	창고는 비어있는 것 같다.
SYS03194	SSCR.BIN	0x8F50E	21		どれを あずけますか？	어느 것을 맡기시겠습니까？
SYS03195	SSCR.BIN	0x8F564	22		何ももってないみたい。	아무것도 갖고 있지 않은 것 같다.
SYS03196	SSCR.BIN	0x8F7A7	20	SYS00026	壺から 手が抜けない!	항아리에서 손이 빠지지 않는다!
SYS03197	SSCR.BIN	0x8F804	30		呪われたアイテムは はずせない!	저주받은 아이템은 뺄 수 없다!
SYS03198	SSCR.BIN	0x8F99C	30	SYS03197	呪われたアイテムは はずせない!	저주받은 아이템은 뺄 수 없다!
SYS03199	SSCR.BIN	0x8FA8E	25		倉庫番「倉庫の ごりようは	창고지기「창고 이용은
SYS03200	SSCR.BIN	0x8FAAA	15		 いかがですか？	어떠신가요？
SYS03201	SSCR.BIN	0x8FAFB	14		倉庫番「おや？	창고지기「어라？
SYS03202	SSCR.BIN	0x8FB0C	30		 何も お持ちでないようですが？	아무것도 안 갖고 계신 것 같은데요？
SYS03203	SSCR.BIN	0x8FB5B	20		倉庫番「すみません。	창고지기「죄송합니다.
SYS03204	SSCR.BIN	0x8FB72	26		 もう 倉庫がいっぱいです。	이미 창고가 가득 찼습니다.
SYS03205	SSCR.BIN	0x8FBDA	21		倉庫番「では たしかに	창고지기「그럼 확실히
SYS03206	SSCR.BIN	0x8FBF2	19		 おあずかりします。	맡아두겠습니다.
SYS03207	SSCR.BIN	0x8FC15	20	SYS03203	倉庫番「すみません。	창고지기「죄송합니다.
SYS03208	SSCR.BIN	0x8FC2C	17		 倉庫がいっぱいで	창고가 가득 차서
SYS03209	SSCR.BIN	0x8FC40	21		 はいりませんでした。	들어가지 못했습니다.
SYS03210	SSCR.BIN	0x8FC5B	20	SYS03203	倉庫番「すみません。	창고지기「죄송합니다.
SYS03211	SSCR.BIN	0x8FC72	17	SYS03208	 倉庫がいっぱいで	창고가 가득 차서
SYS03212	SSCR.BIN	0x8FC86	28		 ぜんぶは はいりきりません。	전부는 다 들어가지 않습니다.
SYS03213	SSCR.BIN	0x8FCE4	14	SYS03201	倉庫番「おや？	창고지기「어라？
SYS03214	SSCR.BIN	0x8FCF5	22		 持ちものが いっぱいで	소지품이 가득 차서
SYS03215	SSCR.BIN	0x8FD0E	30		 これ以上 持てないようですよ。	더는 가지실 수 없는 것 같아요.
SYS03216	SSCR.BIN	0x8FD5B	14	SYS03201	倉庫番「おや？	창고지기「어라？
SYS03217	SSCR.BIN	0x8FD6C	24		 倉庫は からっぽですよ。	창고는 텅 비어있어요.
SYS03218	SSCR.BIN	0x8FDCD	21	SYS03205	倉庫番「では たしかに	창고지기「그럼 확실히
SYS03219	SSCR.BIN	0x8FDE5	17		 おわたしします。	내어드리겠습니다.
SYS03220	SSCR.BIN	0x8FDFC	27		倉庫番「持ち物が いっぱいで	창고지기「소지품이 가득 차서
SYS03221	SSCR.BIN	0x8FE1A	24		 ぜんぶは わたせません。	전부는 드릴 수 없습니다.
SYS03222	SSCR.BIN	0x8FE58	27	SYS03220	倉庫番「持ち物が いっぱいで	창고지기「소지품이 가득 차서
SYS03223	SSCR.BIN	0x8FE76	21		 わたせませんでした。	드리지 못했습니다.
SYS03224	SSCR.BIN	0x8FEA4	21		倉庫番「他に ご用は？	창고지기「다른 용무는 없으신가요？
SYS03225	SSCR.BIN	0x8FECE	26		倉庫番「では また どうぞ。	창고지기「그럼 또 들러주세요.
SYS03226	SSCR.BIN	0x8FF35	8		あずける	맡긴다
SYS03227	SSCR.BIN	0x8FF4D	4	SYS01041	出す	꺼낸다
SYS03228	SSCR.BIN	0x8FF59	6	SCR00002	やめる	그만둔다
SYS03229	SSCR.BIN	0x90201	19	SYS03192	どれを 出しますか？	어느 것을 꺼내시겠습니까？
SYS03230	SSCR.BIN	0x9024E	20		何も預かってません。	아무것도 맡아둔 게 없습니다.
SYS03231	SSCR.BIN	0x904A4	19	SYS03192	どれを 出しますか？	어느 것을 꺼내시겠습니까？
SYS03232	SSCR.BIN	0x904F1	20	SYS03230	何も預かってません。	아무것도 맡아둔 게 없습니다.
SYS03233	SSCR.BIN	0x90B8C	16		a\x0C閉店しました。	a\x0C폐점했습니다.
SYS03234	SSCR.BIN	0x90C34	6		a\x0C閉店	a\x0C폐점
SYS03235	SSCR.BIN	0x90CBF	22		風来人番付がありません	풍래인 순위표가 없습니다
SYS03236	SSCR.BIN	0x90D09	22	SYS03235	風来人番付がありません	풍래인 순위표가 없습니다
SYS03237	SSCR.BIN	0x90D25	20		ここに作成しますか？	여기에 작성하시겠습니까？
SYS03238	SSCR.BIN	0x90D9D	22	SYS03235	風来人番付がありません	풍래인 순위표가 없습니다
SYS03239	SSCR.BIN	0x90DF8	24		すでに番付が存在します。	이미 순위표가 존재합니다.
SYS03240	SSCR.BIN	0x90E4B	16		メモリーカードに	메모리 카드에
SYS03241	SSCR.BIN	0x90E61	22		空き容量がありません。	여유 용량이 없습니다.
SYS03242	SSCR.BIN	0x91031	8		風来の%s	풍래의 %s
SYS03243	SSCR.BIN	0x91069	10		救助への道	구조로 가는 길
SYS03244	SSCR.BIN	0x910C9	10		十六夜の里	이자요이 마을
SYS03245	SSCR.BIN	0x910E2	10		八神楽の森	야카구라 숲
SYS03246	SSCR.BIN	0x9114F	17		%4d時間%2d分%2d秒	%4d시간%2d분%2d초
SYS03247	SSCR.BIN	0x91178	17		       %2d分%2d秒	%2d분%2d초
SYS03248	SSCR.BIN	0x911BF	7		%4d回目	%4d회째
SYS03249	SSCR.BIN	0x911D0	6		旅立ち	여행 출발
SYS03250	SSCR.BIN	0x911FD	24		ファイルが壊れています。	파일이 손상되었습니다.
SYS03251	SSCR.BIN	0x9121A	18		メインメニューから	메인 메뉴에서
SYS03252	SSCR.BIN	0x91231	32		この風来日誌を消してください。\x01\x02	이 풍래일지를 삭제해 주세요.\x01\x02
SYS03253	SSCR.BIN	0x912DC	8		めにゅう	메뉴
SYS03254	SSCR.BIN	0x91318	10		冒険に出る	모험을 떠난다
SYS03255	SSCR.BIN	0x9132C	14		風来日記に書く	풍래일지에 쓴다
SYS03256	SSCR.BIN	0x91344	14		風来日記を消す	풍래일지를 지운다
SYS03257	SSCR.BIN	0x9135F	10	SYS03254	冒険に出る	모험을 떠난다
SYS03258	SSCR.BIN	0x91373	14	SYS03255	風来日記に書く	풍래일지에 쓴다
SYS03259	SSCR.BIN	0x9138B	14	SYS03256	風来日記を消す	풍래일지를 지운다
SYS03260	SSCR.BIN	0x913AD	14		風来日記を作る	풍래일지를 만든다
SYS03261	SSCR.BIN	0x913C5	10		作って書く	만들어서 쓴다
SYS03262	SSCR.BIN	0x913DC	14	SYS03260	風来日記を作る	풍래일지를 만든다
SYS03263	SSCR.BIN	0x913F4	10	SYS03261	作って書く	만들어서 쓴다
SYS03264	SSCR.BIN	0x914DF	40		メモリーカードの空き容量が足りません。\x01\x02	메모리 카드의 여유 용량이 부족합니다.\x01\x02
SYS03265	SSCR.BIN	0x9151F	26		ゲームをセーブするためには	게임을 세이브하려면
SYS03266	SSCR.BIN	0x9153E	40		最低\x01\x0B%d\x01\x02ブロックの空き容量が必要です。	최소\x01\x0B%d\x01\x02블록의 여유 용량이 필요합니다.
SYS03267	SSCR.BIN	0x915B2	10	SYS03254	冒険に出る	모험을 떠난다
SYS03268	SSCR.BIN	0x915DB	10	SYS03254	冒険に出る	모험을 떠난다
SYS03269	SSCR.BIN	0x915ED	14	SYS03256	風来日記を消す	풍래일지를 지운다
SYS03270	SSCR.BIN	0x91617	14	SYS03260	風来日記を作る	풍래일지를 만든다
SYS03271	SSCR.BIN	0x9163C	10	SYS03186	風来人番付	풍래인 순위표
SYS03272	SSCR.BIN	0x9164E	16		風来人番付を消す	풍래인 순위표를 지운다
SYS03273	SSCR.BIN	0x9166E	16		風来人番付を作る	풍래인 순위표를 만든다
SYS03274	SSCR.BIN	0x9168B	6		もどる	돌아간다
SYS03275	SSCR.BIN	0x9175D	24		風来人番付を消しますか？	풍래인 순위표를 지우시겠습니까？
SYS03276	SSCR.BIN	0x91854	14		削除しました。	삭제했습니다.
SYS03277	SSCR.BIN	0x9197B	14		作成しました。	작성했습니다.
SYS03278	SSCR.BIN	0x9200D	16		セーブしました。	세이브했습니다.
SYS03279	SSCR.BIN	0x920D5	20	SYS00086	ゲームを中断します。	게임을 중단합니다.
SYS03280	SSCR.BIN	0x92100	22		パワーボタンを切っても	전원 버튼을 꺼도
SYS03281	SSCR.BIN	0x92119	28		この続きからはじめられます。	이어서 시작할 수 있습니다.
SYS03282	SSCR.BIN	0x9244C	14		このファイルを	이 파일을
SYS03283	SSCR.BIN	0x92460	24		削除してよろしいですか？	삭제하시겠습니까？
SYS03284	SSCR.BIN	0x924DC	4	SCR04172	はい	네
SYS03285	SSCR.BIN	0x924E8	6	SCR04173	いいえ	아니요
SYS03286	SSCR.BIN	0x92660	22	SYS03235	風来人番付がありません	풍래인 순위표가 없습니다
