id	file	offset	budget	same_as	jp	kr
SYS00380	SSCR.BIN	0x4A2A6	6		エレキ	일렉
SYS00381	SSCR.BIN	0x4A2AD	10		モンスター	몬스터
SYS00382	SSCR.BIN	0x4A2B8	4		ボス	보스
SYS00383	SSCR.BIN	0x4A578	6		アスカ	아스카
SYS00384	SSCR.BIN	0x4A5C4	8		にせもの	가짜
SYS00385	SSCR.BIN	0x4A612	6	SYS00383	アスカ	아스카
SYS00386	SSCR.BIN	0x4A66E	6		コッパ	콧파
SYS00387	SSCR.BIN	0x4A6B9	8	SCR04505	ジンパチ	진파치
SYS00388	SSCR.BIN	0x4A706	8		おにぎり	오니기리
SYS00389	SSCR.BIN	0x4A753	6	SYS00383	アスカ	아스카
SYS00390	SSCR.BIN	0x4A79E	14		やりすごしの壺	그냥지나침의 항아리
SYS00391	SSCR.BIN	0x4A7F2	10		即身仏の壺	즉신불의 항아리
SYS00392	SSCR.BIN	0x4A8E3	6	SCR04504	ミナモ	미나모
SYS00393	SSCR.BIN	0x4A93F	8	SCR04505	ジンパチ	진파치
SYS00394	SSCR.BIN	0x4A98C	6	SCR04506	キハチ	키하치
SYS00395	SSCR.BIN	0x4A9D7	6	SCR04507	ヘイジ	헤이지
SYS00396	SSCR.BIN	0x4AA22	4		番犬	번견
SYS00397	SSCR.BIN	0x4AA6B	6		盗賊番	도적지기
SYS00398	SSCR.BIN	0x4AABA	6		ガマラ	가마라
SYS00399	SSCR.BIN	0x4AAF5	10		ガマグッチ	가마굿치
SYS00400	SSCR.BIN	0x4AB34	8		ガマゴン	가마곤
SYS00401	SSCR.BIN	0x4AB81	14		くねくねハニー	꿈틀꿈틀 허니
SYS00402	SSCR.BIN	0x4ABD8	6		ゲイズ	게이즈
SYS00403	SSCR.BIN	0x4AC13	14		スーパーゲイズ	슈퍼게이즈
SYS00404	SSCR.BIN	0x4AC56	14		ハイパーゲイズ	하이퍼게이즈
SYS00405	SSCR.BIN	0x4ACAD	10		シューベル	슈베르
SYS00406	SSCR.BIN	0x4ACEC	10		メンベルス	멘벨스
SYS00407	SSCR.BIN	0x4AD2B	12		ベルトーベン	벨토벤
SYS00408	SSCR.BIN	0x4AD80	8		タウロス	타우로스
SYS00409	SSCR.BIN	0x4ADBD	12		ミノタウロス	미노타우로스
SYS00410	SSCR.BIN	0x4ADFE	12		メガタウロス	메가타우로스
SYS00411	SSCR.BIN	0x4AE53	8		デブータ	데부타
SYS00412	SSCR.BIN	0x4AE90	10		デブーチョ	데부초
SYS00413	SSCR.BIN	0x4AECF	10		デブートン	데부톤
SYS00414	SSCR.BIN	0x4AF22	8		ドラゴン	드래곤
SYS00415	SSCR.BIN	0x4AF5F	14		スカイドラゴン	스카이드래곤
SYS00416	SSCR.BIN	0x4AFA2	14		アークドラゴン	아크드래곤
SYS00417	SSCR.BIN	0x4AFF9	10		ぬすっトド	도둑토도
SYS00418	SSCR.BIN	0x4B038	10		みどりトド	초록토도
SYS00419	SSCR.BIN	0x4B077	12		アイアントド	아이언토도
SYS00420	SSCR.BIN	0x4B0CC	12		パコレプキン	파코레프킨
SYS00421	SSCR.BIN	0x4B10D	14		パコレプキーナ	파코레프키나
SYS00422	SSCR.BIN	0x4B150	14		パコレプキング	파코레프킹
SYS00423	SSCR.BIN	0x4B1A3	8		ボウヤー	보우야
SYS00424	SSCR.BIN	0x4B1EE	12		 \tコドモ戦車	\t꼬마 전차
SYS00425	SSCR.BIN	0x4B23F	12		!\tオヤジ戦車	!\t아저씨 전차
SYS00426	SSCR.BIN	0x4B27E	14		"\tイッテツ戦車	"\t고집불통 전차
SYS00427	SSCR.BIN	0x4B2D3	8		#\tマムル	#\t마무루
SYS00428	SSCR.BIN	0x4B30E	16		$\tあなぐらマムル	$\t굴속 마무루
SYS00429	SSCR.BIN	0x4B351	12		%\t洞窟マムル	%\t동굴 마무루
SYS00430	SSCR.BIN	0x4B3A3	16		&\tしろがねマムル	&\t은빛 마무루
SYS00431	SSCR.BIN	0x4B3E6	16		'\tおうごんマムル	'\t황금 마무루
SYS00432	SSCR.BIN	0x4B43F	16		(\tにぎりみならい	(\t니기리 견습생
SYS00433	SSCR.BIN	0x4B482	14		)\tにぎりへんげ	)\t니기리 변화
SYS00434	SSCR.BIN	0x4B4C3	12		*\tにぎり親方	*\t니기리 우두머리
SYS00435	SSCR.BIN	0x4B502	16		+\tにぎりもとじめ	+\t니기리 두목
SYS00436	SSCR.BIN	0x4B555	10		,\tンドゥバ	,\t은두바
SYS00437	SSCR.BIN	0x4B5A8	16		-\tエーテルデビル	-\t에테르데빌
SYS00438	SSCR.BIN	0x4B5EB	18		.\tファントムデビル	.\t팬텀데빌
SYS00439	SSCR.BIN	0x4B630	18		/\tミラージュデビル	/\t미라지데빌
SYS00440	SSCR.BIN	0x4B675	18		0\tアストラルデビル	0\t아스트랄데빌
SYS00441	SSCR.BIN	0x4B6CE	12		1\tおばけ大根	1\t유령무
SYS00442	SSCR.BIN	0x4B70D	14		2\tめまわし大根	2\t어지럼무
SYS00443	SSCR.BIN	0x4B74E	12		3\tねむり大根	3\t잠무
SYS00444	SSCR.BIN	0x4B79D	10		4\t火炎入道	4\t화염입도
SYS00445	SSCR.BIN	0x4B7EA	10		5\tキグニ族	5\t키구니족
SYS00446	SSCR.BIN	0x4B83B	10		6\t鬼面武者	6\t도깨비탈 무사
SYS00447	SSCR.BIN	0x4B878	14		7\tはんにゃ武者	7\t한냐 무사
SYS00448	SSCR.BIN	0x4B8B9	6		8\t将軍	8\t장군
SYS00449	SSCR.BIN	0x4B902	14		9\tぼうれい武者	9\t망령 무사
SYS00450	SSCR.BIN	0x4B957	16		:\tとおせんりゅう	:\t토오센류
SYS00451	SSCR.BIN	0x4B99A	16		;\tドラゴンヘッド	;\t드래곤헤드
SYS00452	SSCR.BIN	0x4B9DD	16		<\tスルードラゴン	<\t스루드래곤
SYS00453	SSCR.BIN	0x4BA34	12		=\tノロージョ	=\t노로죠
SYS00454	SSCR.BIN	0x4BA73	16		>\tノロージョの姉	>\t노로죠의 언니
SYS00455	SSCR.BIN	0x4BAB6	16		?\tノロージョの母	?\t노로죠의 어머니
SYS00456	SSCR.BIN	0x4BB0D	10		@\t兵隊アリ	@\t병정개미
SYS00457	SSCR.BIN	0x4BB4A	10		A\t隊長アリ	A\t대장개미
SYS00458	SSCR.BIN	0x4BB87	10		B\t将軍アリ	B\t장군개미
SYS00459	SSCR.BIN	0x4BBDA	16		C\tわらうポリゴン	C\t웃는 폴리곤
SYS00460	SSCR.BIN	0x4BC1D	16		D\tまわるポリゴン	D\t도는 폴리곤
SYS00461	SSCR.BIN	0x4BC60	16		E\tおどるポリゴン	E\t춤추는 폴리곤
SYS00462	SSCR.BIN	0x4BCA3	16		F\tうたうポリゴン	F\t노래하는 폴리곤
SYS00463	SSCR.BIN	0x4BCFC	8		G\tミドロ	G\t미도로
SYS00464	SSCR.BIN	0x4BD37	8		H\tゲドロ	H\t게도로
SYS00465	SSCR.BIN	0x4BD72	8		I\tオドロ	I\t오도로
SYS00466	SSCR.BIN	0x4BDAD	8		J\tドドロ	J\t도도로
SYS00467	SSCR.BIN	0x4BDFC	10		K\tチンタラ	K\t친타라
SYS00468	SSCR.BIN	0x4BE39	16		L\tちゅうチンタラ	L\t중친타라
SYS00469	SSCR.BIN	0x4BE7C	14		M\tおおチンタラ	M\t대친타라
SYS00470	SSCR.BIN	0x4BED1	12		N\tカラス天狗	N\t까마귀 텐구
SYS00471	SSCR.BIN	0x4BF10	14		O\tハヤブサ天狗	O\t매 텐구
SYS00472	SSCR.BIN	0x4BF51	14		P\tイヌワシ天狗	P\t검독수리 텐구
SYS00473	SSCR.BIN	0x4BFA6	12		Q\tダイキライ	Q\t다이키라이
SYS00474	SSCR.BIN	0x4BFE5	14		R\tエレーキライ	R\t에레키라이
SYS00475	SSCR.BIN	0x4C026	14		S\tチョーキライ	S\t초키라이
SYS00476	SSCR.BIN	0x4C07B	18		T\tロケットイノシシ	T\t로켓멧돼지
SYS00477	SSCR.BIN	0x4C0C0	18		U\tジェットイノシシ	U\t제트멧돼지
SYS00478	SSCR.BIN	0x4C105	18		V\tソニックイノシシ	V\t소닉멧돼지
SYS00479	SSCR.BIN	0x4C15E	12		W\tひまガッパ	W\t심심갓파
SYS00480	SSCR.BIN	0x4C19D	16		X\tいやすぎガッパ	X\t너무싫은갓파
SYS00481	SSCR.BIN	0x4C1E0	16		Y\tたまらんガッパ	Y\t못견디갓파
SYS00482	SSCR.BIN	0x4C239	8		Z\t馬武者	Z\t말무사
SYS00483	SSCR.BIN	0x4C274	14		[\t荒馬ザムライ	[\t난폭한 말 사무라이
SYS00484	SSCR.BIN	0x4C2B5	14		\\\tあばれ馬将軍	\\\t날뛰는 말 장군
SYS00485	SSCR.BIN	0x4C2F6	10		]\t乱れ馬王	]\t어지러운 말 왕
SYS00486	SSCR.BIN	0x4C347	6		^\tパ王	^\t파왕
SYS00487	SSCR.BIN	0x4C380	10		_\tパオパ王	_\t파오파왕
SYS00488	SSCR.BIN	0x4C3BD	14		`\tパオパ王ーン	`\t파오파오옹
SYS00489	SSCR.BIN	0x4C412	18		a\tバットカンガルー	a\t배트캥거루
SYS00490	SSCR.BIN	0x4C457	18		b\tエビルカンガルー	b\t이블캥거루
SYS00491	SSCR.BIN	0x4C49C	18		c\tデビルカンガルー	c\t데빌캥거루
SYS00492	SSCR.BIN	0x4C4F5	16		d\tタイガーウッホ	d\t타이거웃호
SYS00493	SSCR.BIN	0x4C538	16		e\tタイガーウホホ	e\t타이거우호호
SYS00494	SSCR.BIN	0x4C57B	18		f\tタイガーウホーン	f\t타이거우혼
SYS00495	SSCR.BIN	0x4C5D6	12		g\tしおいやん	g\t시오이얀
SYS00496	SSCR.BIN	0x4C615	16		h\tまじしおいやん	h\t진짜시오이얀
SYS00497	SSCR.BIN	0x4C658	12		i\tしおやだん	i\t시오야단
SYS00498	SSCR.BIN	0x4C697	14		j\tしおかんべん	j\t시오칸벤
SYS00499	SSCR.BIN	0x4C6EC	10		k\tケンゴウ	k\t켄고
SYS00500	SSCR.BIN	0x4C729	8		l\tイアイ	l\t이아이
SYS00501	SSCR.BIN	0x4C764	8		m\tシハン	m\t시한
SYS00502	SSCR.BIN	0x4C7B3	10		n\tシャーガ	n\t샤가
SYS00503	SSCR.BIN	0x4C7F0	12		o\tナシャーガ	o\t나샤가
SYS00504	SSCR.BIN	0x4C82F	12		p\tラシャーガ	p\t라샤가
SYS00505	SSCR.BIN	0x4C884	10		q\tオトト兵	q\t오토토병
SYS00506	SSCR.BIN	0x4C8C1	12		r\tオトト軍曹	r\t오토토군조
SYS00507	SSCR.BIN	0x4C900	12		s\tオトト大将	s\t오토토대장
SYS00508	SSCR.BIN	0x4C93F	12		t\tオトト元帥	t\t오토토원수
SYS00509	SSCR.BIN	0x4C98E	18		u\tプチフェニックス	u\t쁘띠 피닉스
SYS00510	SSCR.BIN	0x4C9E7	16		v\tボーンドラゴン	v\t본드래곤
SYS00511	SSCR.BIN	0x4CA2A	16		w\tスカルドラゴン	w\t스컬드래곤
SYS00512	SSCR.BIN	0x4CA6D	16		x\tガルムドラゴン	x\t가름드래곤
SYS00513	SSCR.BIN	0x4CAC4	16		y\tアイアンヘッド	y\t아이언헤드
SYS00514	SSCR.BIN	0x4CB07	16		z\tチェインヘッド	z\t체인헤드
SYS00515	SSCR.BIN	0x4CB4A	12		{\tギガヘッド	{\t기가헤드
SYS00516	SSCR.BIN	0x4CB9D	10		|\tムーロン	|\t무론
SYS00517	SSCR.BIN	0x4CBDA	12		}\tイェンロン	}\t옌론
SYS00518	SSCR.BIN	0x4CC19	10		~\tシンロン	~\t신론
SYS00519	SSCR.BIN	0x4CC6A	14		\x7F\tジャガン仮面	\x7F\t자간 가면
SYS00520	SSCR.BIN	0x4CCAD	12		ジャガー王子	자가 왕자
SYS00521	SSCR.BIN	0x4CCEE	12		ジャガール王	자갈 왕
SYS00522	SSCR.BIN	0x4CD43	6		プルン	프룬
SYS00523	SSCR.BIN	0x4CD7E	8		プルリン	프루린
SYS00524	SSCR.BIN	0x4CDBB	12		プルンプリン	프룬프린
SYS00525	SSCR.BIN	0x4CE10	10		うしわか丸	우시와카마루
SYS00526	SSCR.BIN	0x4CE4F	8		クロウ丸	쿠로마루
SYS00527	SSCR.BIN	0x4CE8C	10		ヨシツネ丸	요시츠네마루
SYS00528	SSCR.BIN	0x4CEE1	12		怪盗ペリカン	괴도 펠리컨
SYS00529	SSCR.BIN	0x4CF22	16		怪盗ペリカン２世	괴도 펠리컨 2세
SYS00530	SSCR.BIN	0x4CF67	16		怪盗ペリカン３世	괴도 펠리컨 3세
SYS00531	SSCR.BIN	0x4CFAC	16		怪盗ペリカン４世	괴도 펠리컨 4세
SYS00532	SSCR.BIN	0x4D005	10		よせカエル	요세개구리
SYS00533	SSCR.BIN	0x4D044	10		すぐカエル	스구개구리
SYS00534	SSCR.BIN	0x4D083	10		いまカエル	이마개구리
SYS00535	SSCR.BIN	0x4D0D6	8		影ぼうし	그림자 두건
SYS00536	SSCR.BIN	0x4D113	8		黒ぼうし	검은 두건
SYS00537	SSCR.BIN	0x4D150	8		闇ぼうし	어둠 두건
SYS00538	SSCR.BIN	0x4D1A1	8	SYS00535	影ぼうし	그림자 두건
SYS00539	SSCR.BIN	0x4D1DE	8	SYS00536	黒ぼうし	검은 두건
SYS00540	SSCR.BIN	0x4D21B	8	SYS00537	闇ぼうし	어둠 두건
SYS00541	SSCR.BIN	0x4D26C	12		とげドラゴン	가시드래곤
SYS00542	SSCR.BIN	0x4D2AD	14		アースニードル	어스니들
SYS00543	SSCR.BIN	0x4D2F0	14		サンダーランス	썬더랜스
SYS00544	SSCR.BIN	0x4D347	12	SYS00541	とげドラゴン	가시드래곤
SYS00545	SSCR.BIN	0x4D388	14	SYS00542	アースニードル	어스니들
SYS00546	SSCR.BIN	0x4D3CB	14	SYS00543	サンダーランス	썬더랜스
SYS00547	SSCR.BIN	0x4D422	4		店主	점주
SYS00548	SSCR.BIN	0x4D45B	4		店長	점장
SYS00549	SSCR.BIN	0x4D494	6		大店長	대점장
SYS00550	SSCR.BIN	0x4D4DF	4	SYS00396	番犬	번견
SYS00551	SSCR.BIN	0x4D52C	6	SYS00397	盗賊番	도적지기
SYS00552	SSCR.BIN	0x4D567	14		七天京の警備兵	시치텐쿄의 경비병
SYS00553	SSCR.BIN	0x4D5AA	12		八神楽の門番	야가구라의 문지기
SYS00554	SSCR.BIN	0x4D5FF	6	SYS00398	ガマラ	가마라
SYS00555	SSCR.BIN	0x4D63A	10	SYS00399	ガマグッチ	가마굿치
SYS00556	SSCR.BIN	0x4D679	8	SYS00400	ガマゴン	가마곤
SYS00557	SSCR.BIN	0x4D6C6	14	SYS00401	くねくねハニー	꿈틀꿈틀 허니
SYS00558	SSCR.BIN	0x4D71D	6	SYS00402	ゲイズ	게이즈
