id	file	offset	budget	same_as	jp	kr
SCR00259	DATASCR.BIN	0x56C2	63		農夫「え、また\n　ホウライ山へ行くんですか?\n　すごい勇気ですね。	농부「어, 또\n　호라이 산에 가시는 겁니까?\n　정말 대단한 용기시네요.
SCR00260	DATASCR.BIN	0x5726	78		里人「鋼賀村は、ここから先、\n　天輪山脈を越えた、\n　天輪の樹海の中にあるんだ。	마을 사람「코가 마을은, 여기서 더 가서,\n　텐린 산맥을 넘은,\n　텐린의 수해 속에 있다네.
SCR00261	DATASCR.BIN	0x5778	88		　本当は、この里のもんが\n　行ければいいんだけど、\n　戦えるもんはひとりもいなくてな……。	사실은, 이 마을 사람이\n　갈 수 있으면 좋겠지만,\n　싸울 수 있는 사람이 한 명도 없어서 말이야……。
SCR00262	DATASCR.BIN	0x57EA	91		里人「ええ!? あのバケモノ花を、\n　倒しに行くってのかい!?\n　や、やめたほうがいいんじゃ……。	마을 사람「예!? 그 괴물 꽃을,\n　쓰러뜨리러 간다는 거야!?\n　그, 그만두는 게 좋을 것 같은데……。
SCR00263	DATASCR.BIN	0x584D	14		里人「………。	마을 사람「………。
SCR00264	DATASCR.BIN	0x5860	48		里人「やあ、アスカ＠さん。\n　ご機嫌いかがですか?	마을 사람「이야, 아스카＠ 님.\n　오늘 기분은 어떠신가요?
SCR00265	DATASCR.BIN	0x58BA	50		里人「おめえさん、\n　旅の神クロン様って知ってるか?	마을 사람「자네,\n　여행의 신 크론 님을 아는가?
SCR00266	DATASCR.BIN	0x58EF	108		　リーバ八獣神様のおひとりでな、\n　クロン様が追い風をふかせたもんは、\n　旅が成功するって言い伝えがあるんだ。	리바 팔수신님 중 한 분이신데,\n　크론 님이 순풍을 불게 해주신 자는,\n　여행이 성공한다는 전설이 있다네.
SCR00267	DATASCR.BIN	0x595F	74		　せめて、おめえさんに\n　いい風がふくよう、\n　クロン様にお祈りしているよ。	적어도, 자네에게\n　좋은 바람이 불도록,\n　크론 님께 기도하고 있다네.
SCR00268	DATASCR.BIN	0x59B1	14	SCR00263	里人「………。	마을 사람「………。
SCR00269	DATASCR.BIN	0x59C4	38		里人「クロン様の追い風は\n　吹いたかい?	마을 사람「크론 님의 순풍은\n　불어왔는가?
SCR00270	DATASCR.BIN	0x59EE	47		　アスカ＠さんのおかげで\n　この里は助かったよ。	아스카＠ 님 덕분에\n　이 마을은 살았다네.
SCR00271	DATASCR.BIN	0x5A30	40		農夫「おおっと!\n　ちょっと待って下せえ。	농부「오옷!\n　잠깐 기다려 주세유.
SCR00272	DATASCR.BIN	0x5A60	78		　その先はホウライ山という、\n　天輪山脈の中でも一番高い霊峰へ\n　続いています。	그 앞은 호라이 산이라는,\n　텐린 산맥 중에서도 가장 높은 영봉으로\n　이어져 있습니다.
SCR00273	DATASCR.BIN	0x5AB1	98		　危険な道ですから、滅多なことでは\n　入ってはいけない決まりに\n　なっているんです。お戻りくだせえ。	위험한 길이라서, 어지간해서는\n　들어가면 안 된다는 규칙으로\n　되어 있습니다유. 돌아가 주셔유.
SCR00274	DATASCR.BIN	0x5B31	82		コッパ「なあアスカ＠。\n　あのバケモノ花がいる\n　ホウライ山へは、こっちじゃなくて、	콧파「저기 아스카＠.\n　그 괴물 꽃이 있는\n　호라이 산으로는, 이쪽이 아니라,
SCR00275	DATASCR.BIN	0x5B87	67		　この村の裏手のほうから行くって\n　話だったろ。\n　そっちでいいのか?	이 마을 뒤쪽에서 간다고\n　했던 얘기잖아.\n　그쪽으로 가는 게 맞아?
SCR00276	DATASCR.BIN	0x5C27	82		ミナモ「あ、アスカ＠さん、一緒に……\n　と思ったら、\n　もう仲間はいっぱいみたいね。	미나모「아, 아스카＠ 님, 같이……\n　하려고 했는데,\n　벌써 동료는 다 찬 모양이네.
SCR00277	DATASCR.BIN	0x5C7E	47		ミナモ「あっ、アスカ＠さん!\n　一緒に戦いましょ?	미나모「앗, 아스카＠ 님!\n　같이 싸워요?
SCR00278	DATASCR.BIN	0x5CC1	64		ミナモ「ありがとう!\n　あのバケモノ花を倒すまで\n　しっかりやるわ!	미나모「고마워요!\n　그 괴물 꽃을 쓰러뜨릴 때까지\n　제대로 할게요!
SCR00279	DATASCR.BIN	0x5D96	35		　\n　　　　　ミナモが仲間になった。	\n　　　　　미나모가 동료가 되었다.
SCR00280	DATASCR.BIN	0x5DCF	74		ミナモ「そう……うん、\n　アスカ＠さんにも都合があるものね。\n　わかったわ。	미나모「그렇구나……응,\n　아스카＠ 님도 사정이 있는 거겠죠.\n　알겠어요.
SCR00281	DATASCR.BIN	0x5E1E	26		忍者「やあ、アスカ＠さん。	닌자「이야, 아스카＠ 님.
SCR00282	DATASCR.BIN	0x5E4B	80		忍者「鋼賀村か八神楽の森へ\n　行くのでしたら、\n　私が一気に運んで差し上げますよ。	닌자「코가 마을이나 야카구라 숲으로\n　가신다면,\n　제가 단숨에 데려다 드리겠습니다.
SCR00283	DATASCR.BIN	0x5EA1	64		　鋼賀村へ行くのでしたら、\n　私が一気に\n　運んでさしあげますよ。	코가 마을로 가신다면,\n　제가 단숨에\n　데려다 드리겠습니다.
SCR00284	DATASCR.BIN	0x5F17	12		鋼賀村へ行く	코가 마을로 간다
SCR00285	DATASCR.BIN	0x5F33	16		八神楽の森へ行く	야카구라 숲으로 간다
SCR00286	DATASCR.BIN	0x5F4B	10		やめておく	그만둔다
SCR00287	DATASCR.BIN	0x5FC1	40		忍者「わかりました!\n　では行きましょう。	닌자「알겠습니다!\n　그럼 가시죠.
SCR00288	DATASCR.BIN	0x6032	40	SCR00287	忍者「わかりました!\n　では行きましょう。	닌자「알겠습니다!\n　그럼 가시죠.
SCR00289	DATASCR.BIN	0x6098	54		忍者「ご用の際は、\n　いつでも\n　おっしゃってください。	닌자「용무가 있으실 때는,\n　언제든지\n　말씀해 주십시오.
