id	file	offset	budget	same_as	jp	kr
SCR05336	DATASCR.BIN	0x7FFB4	94	SCR05096	カラス天狗「さすがはあにさん!\n　ネムリーの色香にまどわされた\n　色ボケ連中とはふた味もちがうぜ!	까마귀 천구「역시 형님이시네요!\n　네무리의 색기에 홀랑 넘어간\n　색골 놈들과는 격이 다르다고요!
SCR05337	DATASCR.BIN	0x80016	53	SCR05097	　そのネムリーなんですけど、\n　この近くにいましたぜ。	그 네무리 말인데요,\n　이 근처에 있었습니다요.
SCR05338	DATASCR.BIN	0x80050	45	SCR05098	キハチ「む～、ここで会うのは\n　厄介なんだな。	키하치「으음~, 여기서 만나는 건\n　곤란하다네.
SCR05339	DATASCR.BIN	0x8008C	93	SCR05099	カラス天狗「会いたくねえんですかい?\n　じゃ、おいらの「天狗の変身ミノ」を\n　貸してあげますよ。	까마귀 천구「만나고 싶지 않으신 겁니까요?\n　그럼, 제 「천구의 변신 도롱이」를\n　빌려드리겠습니다요.
SCR05340	DATASCR.BIN	0x800ED	90	SCR05100	　本当はあんまり人間に貸しちゃ\n　いけねえんですけど\n　ま、あにさんのご友人なら話は別です。	사실은 인간한테 함부로 빌려주면\n　안 되는 물건입니다만\n　뭐, 형님 지인분이라면 이야기가 다르죠.
SCR05341	DATASCR.BIN	0x8014F	68	SCR05101	カラス天狗「やっぱり。\n　あにさんが来るの。\n　匂いでわかりましたよ。	까마귀 천구「역시나.\n　형님이 오시는 걸.\n　냄새로 알았습죠.
SCR05342	DATASCR.BIN	0x80197	59	SCR05102	　そうそう、このさきに、\n　またネムリーのやつがいましたよ。	아 참, 이 앞쪽에,\n　또 네무리 그 녀석이 있었습니다요.
SCR05343	DATASCR.BIN	0x801D7	57	SCR05103	キハチ「ほ、ほんとかな?\n　カラス天狗くん、また頼めるかな?	키하치「저, 정말인가?\n　까마귀 천구 군, 또 부탁해도 될까?
SCR05344	DATASCR.BIN	0x8021F	28	SCR05104	カラス天狗「お安い御用です。	까마귀 천구「식은 죽 먹기죠.
SCR05345	DATASCR.BIN	0x8025A	41	SCR05105	　\n　アスカ＠たちは天狗の変身ミノを着た。	\n　아스카＠ 일행은 천구의 변신 도롱이를 입었다.
SCR05346	DATASCR.BIN	0x8045B	48	SCR05106	ネムリー「ねぇ～\n　このへんに人間こなかったぁ～?	네무리「저기~\n　이 근처에 인간 안 왔었어~?
SCR05347	DATASCR.BIN	0x80490	61	SCR05107	カラス天狗「いいえ。ここには\n　おいらたち以外いませんけれど。	까마귀 천구「아뇨. 여기엔\n　저희들 말고는 없습니다만.
SCR05348	DATASCR.BIN	0x804D2	80	SCR05108	ネムリー「ふうん。\n　確かに人間の声がしたような～\n　ま、めんどくさいし。いいか。	네무리「흐응.\n　분명 인간 목소리가 났던 것 같은데~\n　뭐, 귀찮으니까. 됐어.
SCR05349	DATASCR.BIN	0x80528	58	SCR05109	ネムリー「このへんに、\n　アスカ＠とか言う人間がこなかった?	네무리「이 근처에,\n　아스카＠라는 인간 안 왔었어?
SCR05350	DATASCR.BIN	0x80566	53	SCR05110	　おかしいわね。\n　ちょっと見えたかと思ったんだけど。	이상하네.\n　잠깐 보였던 것 같았는데.
SCR05351	DATASCR.BIN	0x8059F	52	SCR05111	　今度会ったら絶対、\n　ギッタギタにしてやるんだから!	다음에 만나면 반드시,\n　아주 박살을 내주고 말 거야!
SCR05352	DATASCR.BIN	0x80690	43	SCR05112	　\n　アスカ＠たちは天狗の変身ミノを脱いだ。	\n　아스카＠ 일행은 천구의 변신 도롱이를 벗었다.
SCR05353	DATASCR.BIN	0x806D8	32	SCR05113	カラス天狗「うまくいきましたね。	까마귀 천구「잘 넘어갔네요.
SCR05354	DATASCR.BIN	0x806FD	39	SCR05114	キハチ「わざわざ\n　すまなかったんだな。	키하치「일부러\n　수고를 끼쳐서 미안하다네.
SCR05355	DATASCR.BIN	0x80729	72	SCR05115	カラス天狗「いえいえ。\n　あにさんのためなら、\n　いつでも駆けつけますよ。	까마귀 천구「아니에요, 아니에요.\n　형님을 위해서라면,\n　언제든 달려오겠습니다요.
SCR05356	DATASCR.BIN	0x80775	24	SCR05116	　じゃ、おいらはこれで。	그럼, 저는 이만.
SCR05357	DATASCR.BIN	0x80796	57	SCR05117	カラス天狗「うまくいきましたね。\n　じゃ、おいらはこれで。	까마귀 천구「잘 넘어갔네요.\n　그럼, 저는 이만.
